watershed_group_code,reviewer,source_id,structure,notes
ADMS,PK,101833,bridge,
ADMS,PK,102295,bridge,
ADMS,PK,100151,bridge,
ADMS,PK,100553,,no road
BABR,OB,601026,,no road
BABR,OB,600318,,no road
BABR,OB,600468,bridge,
BABR,OB,600849,bridge,
BABR,OB,600645,bridge,
BABR,OB,600637,bridge,
BABR,OB,600801,bridge,
BABR,OB,600827,bridge,
BABR,OB,600371,bridge,
BABR,OB,600370,bridge,
BABR,OB,600379,bridge,
BABR,OB,600387,bridge,
BABR,OB,600712,OBS,
BABR,OB,600798,OBS,
BABR,OB,600459,,no road
BABR,OB,600564,,no road
BABR,OB,600557,,no road
BABR,OB,601064,,no road
BABR,OB,601073,,no road
BABR,OB,601026,,no road
BBAR,OB,802636,,no crossing
BBAR,OB,801533,,no crossing
BBAR,OB,800528,bridge,
BBAR,OB,802542,bridge,
BBAR,OB,802738,OBS,
BLAR,AL,1201681,bridge,
BLAR,AL,1200551,,no road
BLAR,AL,1202744,,no road
BLAR,AL,1201711,,no road
BLAR,AL,1202200,,no road
BLAR,AL,1202271,,no road
BLAR,AL,1202270,,no road
BLAR,AL,1201321,bridge,
BLAR,AL,1201643,bridge,
BLAR,AL,1201926,bridge,
BLAR,AL,1201555,bridge,
BLAR,AL,1201561,bridge,
BLAR,AL,1201966,bridge,
BLAR,AL,1200369,,no crossing
BLAR,AL,1202206,bridge,
BLAR,AL,1202207,bridge,
BLAR,AL,1200516,,no crossing
BLAR,AL,1201707,bridge,
BLAR,AL,1200924,,no crossing
BLAR,AL,1200926,,no crossing
BLAR,AL,1200069,,no crossing
BOWR,AL,1501337,,no road
BOWR,AL,1501338,,no road
BOWR,AL,1502807,bridge,
BOWR,AL,1501882,,no road
BOWR,AL,1500666,,no road
BOWR,AL,1502083,,no crossing
BOWR,AL,1502410,bridge,
BOWR,AL,1500050,,no crossing
CARR,PK,2301274,,no crossing
CARR,PK,2301417,,no crossing
CARR,PK,2301418,bridge,
CARR,PK,2300203,,no road
CARR,PK,2300602,,no road
CARR,PK,2300641,,no crossing
CLWR,PK,3100138,bridge,
CLWR,PK,3100666,bridge,
COMX,AL,3400078,bridge,
COMX,AL,3400192,bridge,
COMX,AL,3403172,bridge,
COMX,AL,3403173,bridge,
COMX,AL,3400765,bridge,
COMX,AL,3400762,bridge,
COMX,AL,3400756,,no crossing
COMX,AL,3400311,,no road
COMX,AL,3403490,bridge,
COMX,AL,3403564,bridge,
COMX,AL,3403156,bridge,
COMX,AL,3402474,bridge,
COMX,AL,3400367,bridge,
COMX,AL,3402462,,no road
COMX,AL,3402463,,no road
COMX,AL,3402369,bridge,
COMX,AL,3403318,bridge,
COTR,AL,3501798,,no road
COTR,AL,3502315,,no road
COTR,AL,3500337,,no road
COTR,AL,3503057,,no road
COTR,AL,3503116,,no road
COTR,AL,3502883,,no road
COTR,AL,3502968,,no road
COTR,AL,3501148,,no road
COTR,AL,3501623,,no road
COTR,AL,3506390,,no road
COTR,AL,3506389,,no road
COTR,AL,3501037,bridge,
COTR,AL,3504354,bridge,
COTR,AL,3503936,bridge,
COTR,AL,3503935,bridge,
COTR,AL,3504860,bridge,
COTR,AL,3505634,bridge,
COTR,AL,3505819,obs,
COWN,AL,3605388,bridge,
COWN,AL,3606095,bridge,
COWN,AL,3605732,bridge,
COWN,AL,3603038,,no road
DEAD,AL,3900006,bridge,
DEAD,AL,3900134,bridge,
DOGC,OB,4200866,,no road
DOGC,OB,4201920,,no road
DOGC,OB,4200249,,no road
DOGC,OB,4200300,,no road
DOGC,OB,4200299,,no road
DOGC,OB,4201715,bridge,
DOGC,OB,4200247,,no crossing
EUCL,AL,4800388,bridge,
EUCL,AL,4800090,bridge,
EUCL,AL,4800187,,no crossing
EUCL,AL,4800132,,no crossing
EUCL,AL,4800290,,no crossing
EUCL,AL,4800041,bridge,
EUCL,AL,4800058,,no crossing
EUCL,AL,4800030,,no crossing
EUCL,AL,4800045,,no crossing
EUCL,AL,4800017,,no crossing
EUCL,AL,4800077,,no road
EUCL,AL,4800149,,no crossing
EUCL,AL,4800038,,no crossing
FRCN,OB,5501183,bridge,
FRCN,OB,5503838,bridge,
FRCN,OB,5502939,bridge,
FRCN,OB,5506116,bridge,
FRCN,OB,5500089,bridge,
FRCN,OB,5501082,bridge,
FRCN,OB,5506065,bridge,
FRCN,OB,5500066,bridge,
FRCN,OB,5500401,bridge,
FRCN,OB,5501022,bridge,
FRCN,OB,5506497,bridge,
FRCN,OB,5504314,bridge,
FRCN,OB,5505476,bridge,
FRCN,OB,5502058,,no road
FRCN,OB,5506456,,no road
FRCN,OB,5503326,,no road
FRCN,OB,5503321,,no road
FRCN,OB,5503339,,no road
FRCN,OB,5501023,,no road
FRCN,OB,5501172,,no road
FRCN,OB,5504362,,no crossing
FRCN,OB,5501740,,no structure
FRCN,OB,5504379,,no structure
FRCN,OB,5505342,,no structure
FRCN,OB,5505346,,no structure
GLAR,PK,5800047,,no structure
GUIC,AL,6201657,bridge,
GUIC,AL,6201689,bridge,
HARR,OB,6303589,,no road
HARR,OB,6301885,,no road
HARR,OB,6301568,,no road
HARR,OB,6300919,,no structure
HARR,OB,6301134,OBS,
HARR,OB,6303601,bridge,
HARR,OB,6303105,bridge,
HARR,OB,6303626,bridge,
HARR,OB,6300064,bridge,
HARR,OB,6300078,bridge,
HARR,OB,6300171,bridge,
HARR,OB,6300264,bridge,
HERR,PK,6500638,bridge,
HERR,PK,6500060,,no road
HERR,PK,6500260,,no road
HOMA,OB,6700720,bridge,
HOMA,OB,6700590,bridge,
HOMA,OB,6701602,,no structure
HOMA,OB,6700295,,no road
KHTZ,PK,8000345,,no road
KHTZ,PK,8000363,,no crossing
KHTZ,PK,8000584,,no crossing
KHTZ,PK,8000151,bridge,
KITR,OB,8501529,,no road
KITR,OB,8501569,,no road
KITR,OB,8500689,,no road
KITR,OB,8500956,,no road
KITR,OB,8500311,,no road
KITR,OB,8501045,,no road
KITR,OB,8500378,,no structure
KITR,OB,8501468,bridge,
KITR,OB,8501451,bridge,
KITR,OB,8501715,bridge,
KLIN,AL,8701221,bridge,
KLIN,AL,8700854,bridge,
KSHR,PK,9200120,,no crossing
KSHR,PK,9200073,bridge,
KSHR,PK,9200219,bridge,
KTSU,PK,9300007,,no crossing
KUMR,PK,9400025,bridge,
LCHR,AL,10001958,,no crossing
LCHR,AL,10002077,bridge,
LFRA,AL,10300368,bridge,
LFRA,AL,10300641,bridge,
LFRA,AL,10300689,bridge,
LFRA,AL,10303079,bridge,
LFRA,AL,10300466,bridge,
LFRA,AL,10300638,bridge,
LILL,OB,10701107,,no road
LILL,OB,10700202,,no road
LILL,OB,10701045,,no road
LILL,OB,10700203,,no road
LILL,OB,10701032,,no road
LILL,OB,10700178,,no road
LILL,OB,10700800,,no road
LILL,OB,10700250,,no road
LILL,OB,10701313,,no crossing
LILL,OB,10702237,bridge,
LILL,OB,10703125,bridge,
LILL,OB,10702840,bridge,
LILL,OB,10702283,bridge,
LILL,OB,10702639,bridge,
LILL,OB,10700213,bridge,
LILL,OB,10700265,,
LILL,OB,10700850,,no structure
LNAR,OB,11201184,bridge,
LNAR,OB,11200465,bridge,
LNAR,OB,11200780,bridge,
LNAR,OB,11200995,bridge,
LNAR,OB,11200073,OBS,
LNAR,OB,11200302,,no road
LNAR,OB,11200530,,no road
LNAR,OB,11200147,,no road
LNAR,OB,11200257,,no road
LNAR,OB,11200333,,no road
LNTH,AL,11509136,bridge,
LNTH,AL,11508230,bridge,
